Species,Date,Count,Observer,Location,Comments
ORIENTAL PIED HORNBILL Anthracoceros albirostris,2005-09-18,8,(AJ),Pulau Ubin,"4 counted at Ubin Central, 10/7 (JC/AJ/SBS/TT) and 5 at Ubin West, 10/7 (LKC/WCC).  2 seen at Upper Seletar Reservoir, 7/8 (DA/NK/LKS).  A pair seen at Changi Sailing Club on 17/9 (RT) and another pair at Changi Village Hotel on 27/9 (RT) may have been birds from nearby Pulau Ubin. Also 8 counted at Ubin Central, 18/9 (AJ)."
DOLLARBIRD Eurystomus orientalis,2005-07-09,1,(LBW),Mount,"1 at Mount Faber, 9/7 (LBW), 4 at Kent Ridge Park, 9/7 (DL/AOY), 2 at Bukit Batok West, 10/7 (LBY/WC), 5 at Khatib Bongsu, 10/7 (HHC/CN) and 1 at BBNP, 16/7 (LKS/MS).  1 at Botanic Gardens, 3/9 (LKS), 1 at Sentosa, 4/9 (DA/NK/LKS/JR), 2 at Lorong Halus, 18/9 (AC), 2 at BBNP, 18/9 (LBW) and 6 at Pulau Ubin, 18/9 (AJ)."
DOLLARBIRD Eurystomus orientalis,2005-07-09,4,(DL/AOY),Kent Ridge Park,"1 at Mount Faber, 9/7 (LBW), 4 at Kent Ridge Park, 9/7 (DL/AOY), 2 at Bukit Batok West, 10/7 (LBY/WC), 5 at Khatib Bongsu, 10/7 (HHC/CN) and 1 at BBNP, 16/7 (LKS/MS).  1 at Botanic Gardens, 3/9 (LKS), 1 at Sentosa, 4/9 (DA/NK/LKS/JR), 2 at Lorong Halus, 18/9 (AC), 2 at BBNP, 18/9 (LBW) and 6 at Pulau Ubin, 18/9 (AJ)."
DOLLARBIRD Eurystomus orientalis,2005-07-10,2,(LBY/WC),Bukit Batok West,"1 at Mount Faber, 9/7 (LBW), 4 at Kent Ridge Park, 9/7 (DL/AOY), 2 at Bukit Batok West, 10/7 (LBY/WC), 5 at Khatib Bongsu, 10/7 (HHC/CN) and 1 at BBNP, 16/7 (LKS/MS).  1 at Botanic Gardens, 3/9 (LKS), 1 at Sentosa, 4/9 (DA/NK/LKS/JR), 2 at Lorong Halus, 18/9 (AC), 2 at BBNP, 18/9 (LBW) and 6 at Pulau Ubin, 18/9 (AJ)."
DOLLARBIRD Eurystomus orientalis,2005-07-10,5,(HHC/CN),Khatib Bongsu,"1 at Mount Faber, 9/7 (LBW), 4 at Kent Ridge Park, 9/7 (DL/AOY), 2 at Bukit Batok West, 10/7 (LBY/WC), 5 at Khatib Bongsu, 10/7 (HHC/CN) and 1 at BBNP, 16/7 (LKS/MS).  1 at Botanic Gardens, 3/9 (LKS), 1 at Sentosa, 4/9 (DA/NK/LKS/JR), 2 at Lorong Halus, 18/9 (AC), 2 at BBNP, 18/9 (LBW) and 6 at Pulau Ubin, 18/9 (AJ)."
DOLLARBIRD Eurystomus orientalis,2005-07-16,1,(LKS/MS),BBNP,"1 at Mount Faber, 9/7 (LBW), 4 at Kent Ridge Park, 9/7 (DL/AOY), 2 at Bukit Batok West, 10/7 (LBY/WC), 5 at Khatib Bongsu, 10/7 (HHC/CN) and 1 at BBNP, 16/7 (LKS/MS).  1 at Botanic Gardens, 3/9 (LKS), 1 at Sentosa, 4/9 (DA/NK/LKS/JR), 2 at Lorong Halus, 18/9 (AC), 2 at BBNP, 18/9 (LBW) and 6 at Pulau Ubin, 18/9 (AJ)."
DOLLARBIRD Eurystomus orientalis,2005-09-03,1,(LKS),Botanic Gardens,"1 at Mount Faber, 9/7 (LBW), 4 at Kent Ridge Park, 9/7 (DL/AOY), 2 at Bukit Batok West, 10/7 (LBY/WC), 5 at Khatib Bongsu, 10/7 (HHC/CN) and 1 at BBNP, 16/7 (LKS/MS).  1 at Botanic Gardens, 3/9 (LKS), 1 at Sentosa, 4/9 (DA/NK/LKS/JR), 2 at Lorong Halus, 18/9 (AC), 2 at BBNP, 18/9 (LBW) and 6 at Pulau Ubin, 18/9 (AJ)."
DOLLARBIRD Eurystomus orientalis,2005-09-04,1,(DA/NK/LKS/JR),Sentosa,"1 at Mount Faber, 9/7 (LBW), 4 at Kent Ridge Park, 9/7 (DL/AOY), 2 at Bukit Batok West, 10/7 (LBY/WC), 5 at Khatib Bongsu, 10/7 (HHC/CN) and 1 at BBNP, 16/7 (LKS/MS).  1 at Botanic Gardens, 3/9 (LKS), 1 at Sentosa, 4/9 (DA/NK/LKS/JR), 2 at Lorong Halus, 18/9 (AC), 2 at BBNP, 18/9 (LBW) and 6 at Pulau Ubin, 18/9 (AJ)."
DOLLARBIRD Eurystomus orientalis,2005-09-18,2,(AC),Lorong Halus,"1 at Mount Faber, 9/7 (LBW), 4 at Kent Ridge Park, 9/7 (DL/AOY), 2 at Bukit Batok West, 10/7 (LBY/WC), 5 at Khatib Bongsu, 10/7 (HHC/CN) and 1 at BBNP, 16/7 (LKS/MS).  1 at Botanic Gardens, 3/9 (LKS), 1 at Sentosa, 4/9 (DA/NK/LKS/JR), 2 at Lorong Halus, 18/9 (AC), 2 at BBNP, 18/9 (LBW) and 6 at Pulau Ubin, 18/9 (AJ)."
DOLLARBIRD Eurystomus orientalis,2005-09-18,2,(LBW),BBNP,"1 at Mount Faber, 9/7 (LBW), 4 at Kent Ridge Park, 9/7 (DL/AOY), 2 at Bukit Batok West, 10/7 (LBY/WC), 5 at Khatib Bongsu, 10/7 (HHC/CN) and 1 at BBNP, 16/7 (LKS/MS).  1 at Botanic Gardens, 3/9 (LKS), 1 at Sentosa, 4/9 (DA/NK/LKS/JR), 2 at Lorong Halus, 18/9 (AC), 2 at BBNP, 18/9 (LBW) and 6 at Pulau Ubin, 18/9 (AJ)."
DOLLARBIRD Eurystomus orientalis,2005-09-18,6,(AJ),Pulau Ubin,"1 at Mount Faber, 9/7 (LBW), 4 at Kent Ridge Park, 9/7 (DL/AOY), 2 at Bukit Batok West, 10/7 (LBY/WC), 5 at Khatib Bongsu, 10/7 (HHC/CN) and 1 at BBNP, 16/7 (LKS/MS).  1 at Botanic Gardens, 3/9 (LKS), 1 at Sentosa, 4/9 (DA/NK/LKS/JR), 2 at Lorong Halus, 18/9 (AC), 2 at BBNP, 18/9 (LBW) and 6 at Pulau Ubin, 18/9 (AJ)."
BANDED BAY CUCKOO Cacomantis sonnerati,2005-07-10,1,(LBY/WC),Bukit Batok West,"1 at Bukit Batok West, 10/7 (LBY/WC)."
PLAINTIVE CUCKOO Cacomantis merulinus,2005-07-10,4,(JC/AJ/SBS/TT),Ubin Central,"4 at Ubin Central, 10/7 (JC/AJ/SBS/TT).  1 at Khatib Bongsu, 18/9 (HHC/YCKk)."
PLAINTIVE CUCKOO Cacomantis merulinus,2005-09-18,1,(HHC/,Khatib Bongsu,"4 at Ubin Central, 10/7 (JC/AJ/SBS/TT).  1 at Khatib Bongsu, 18/9 (HHC/YCKk)."
RUSTY-BREASTED CUCKOO Cacomantis sepulcralis,2005-07-10,1,(HHC/CN),Khatib Bongsu,"1 at Khatib Bongsu, 10/7 (HHC/CN)."
LITTLE BRONZE-CUCKOO Chrysococcyx minutillus,2005-07-10,2,(KSK/WK/LKS),Lower Seletar Dam,"2 seen at Lower Seletar Dam, 10/7 (KSK/WK/LKS), 1 at Sungei Mandai, 10/7 (LKK/TSK) and 1 at Punggol, 17/7 (LKS/MS).   Singapore Avifauna Volume 19 No 3     1 heard at SBWR, 10/9 (LKS) and 2 counted at Sungei Mandai, 18/9 (LKK)."
LITTLE BRONZE-CUCKOO Chrysococcyx minutillus,2005-07-10,1,(LKK/TSK),Sungei Mandai,"2 seen at Lower Seletar Dam, 10/7 (KSK/WK/LKS), 1 at Sungei Mandai, 10/7 (LKK/TSK) and 1 at Punggol, 17/7 (LKS/MS).   Singapore Avifauna Volume 19 No 3     1 heard at SBWR, 10/9 (LKS) and 2 counted at Sungei Mandai, 18/9 (LKK)."
LITTLE BRONZE-CUCKOO Chrysococcyx minutillus,2005-07-17,1,(LKS/MS),Punggol,"2 seen at Lower Seletar Dam, 10/7 (KSK/WK/LKS), 1 at Sungei Mandai, 10/7 (LKK/TSK) and 1 at Punggol, 17/7 (LKS/MS).   Singapore Avifauna Volume 19 No 3     1 heard at SBWR, 10/9 (LKS) and 2 counted at Sungei Mandai, 18/9 (LKK)."
LITTLE BRONZE-CUCKOO Chrysococcyx minutillus,2005-09-10,1,(LKS),SBWR,"2 seen at Lower Seletar Dam, 10/7 (KSK/WK/LKS), 1 at Sungei Mandai, 10/7 (LKK/TSK) and 1 at Punggol, 17/7 (LKS/MS).   Singapore Avifauna Volume 19 No 3     1 heard at SBWR, 10/9 (LKS) and 2 counted at Sungei Mandai, 18/9 (LKK)."
LITTLE BRONZE-CUCKOO Chrysococcyx minutillus,2005-09-18,2,(LKK),Sungei Mandai,"2 seen at Lower Seletar Dam, 10/7 (KSK/WK/LKS), 1 at Sungei Mandai, 10/7 (LKK/TSK) and 1 at Punggol, 17/7 (LKS/MS).   Singapore Avifauna Volume 19 No 3     1 heard at SBWR, 10/9 (LKS) and 2 counted at Sungei Mandai, 18/9 (LKK)."
VIOLET CUCKOO Chrysococcyxx xanthorhynchus,2005-07-10,2,(SMA/AB/TJL),BBNP,"2 at BBNP, 10/7 (SMA/AB/TJL), 2 at Sime Road, 10/7 (TPL), 2 at Nee Soon, 10/7 (YDL) and 1 heard at Tyersall Woods, 16/7 (LKS/MS)."
VIOLET CUCKOO Chrysococcyxx xanthorhynchus,2005-07-10,2,(TPL),Sime Road,"2 at BBNP, 10/7 (SMA/AB/TJL), 2 at Sime Road, 10/7 (TPL), 2 at Nee Soon, 10/7 (YDL) and 1 heard at Tyersall Woods, 16/7 (LKS/MS)."
VIOLET CUCKOO Chrysococcyxx xanthorhynchus,2005-07-10,2,(YDL),Nee Soon,"2 at BBNP, 10/7 (SMA/AB/TJL), 2 at Sime Road, 10/7 (TPL), 2 at Nee Soon, 10/7 (YDL) and 1 heard at Tyersall Woods, 16/7 (LKS/MS)."
VIOLET CUCKOO Chrysococcyxx xanthorhynchus,2005-07-16,1,(LKS/MS),Tyersall Woods,"2 at BBNP, 10/7 (SMA/AB/TJL), 2 at Sime Road, 10/7 (TPL), 2 at Nee Soon, 10/7 (YDL) and 1 heard at Tyersall Woods, 16/7 (LKS/MS)."
DRONGO CUCKOO Surniculus lugubris,2005-07-08,1,(AC),MacRitchie Reservoir,"1 heard along Lornie trail, MacRitchie Reservoir, 8/7 and 11/7 (ail LKC). Another was heard at Sime Road, 24/7 (AC).  1 adult seen at Nee Soon, 21/8 (DA/NK/LKS).  1 juvenile at MacRitchie Reservoir, 14/9 (LF)."
DRONGO CUCKOO Surniculus lugubris,2005-07-11,1,(DA/NK/LKS),Nee Soon,"1 heard along Lornie trail, MacRitchie Reservoir, 8/7 and 11/7 (ail LKC). Another was heard at Sime Road, 24/7 (AC).  1 adult seen at Nee Soon, 21/8 (DA/NK/LKS).  1 juvenile at MacRitchie Reservoir, 14/9 (LF)."
DRONGO CUCKOO Surniculus lugubris,2005-07-24,1,(LF),MacRitchie Reservoir,"1 heard along Lornie trail, MacRitchie Reservoir, 8/7 and 11/7 (ail LKC). Another was heard at Sime Road, 24/7 (AC).  1 adult seen at Nee Soon, 21/8 (DA/NK/LKS).  1 juvenile at MacRitchie Reservoir, 14/9 (LF)."
CHESTNUT-BELLIED MALKOHA Phaenicophaeus sumatranus,2005-07-09,1,(GSG/WK),Bukit Brown,"1 seen at Bukit Brown, 9/7 (GSG/WK).  2 seen in mangrove at Tanjong Piai National Park, 17/7 (LKS/MS).  4 at Nee Soon, 21/8 (DA/NK/LKS).  2 at BTNR, 17/9 (LKS), 2 at Sime Road, 17/9 (TSK) and 2 at Nee Soon, 18/9 (YDL)."
CHESTNUT-BELLIED MALKOHA Phaenicophaeus sumatranus,2005-07-17,2,(LKS/MS),Tanjong Piai National Park,"1 seen at Bukit Brown, 9/7 (GSG/WK).  2 seen in mangrove at Tanjong Piai National Park, 17/7 (LKS/MS).  4 at Nee Soon, 21/8 (DA/NK/LKS).  2 at BTNR, 17/9 (LKS), 2 at Sime Road, 17/9 (TSK) and 2 at Nee Soon, 18/9 (YDL)."
CHESTNUT-BELLIED MALKOHA Phaenicophaeus sumatranus,2005-08-21,4,(DA/NK/LKS),Nee Soon,"1 seen at Bukit Brown, 9/7 (GSG/WK).  2 seen in mangrove at Tanjong Piai National Park, 17/7 (LKS/MS).  4 at Nee Soon, 21/8 (DA/NK/LKS).  2 at BTNR, 17/9 (LKS), 2 at Sime Road, 17/9 (TSK) and 2 at Nee Soon, 18/9 (YDL)."
CHESTNUT-BELLIED MALKOHA Phaenicophaeus sumatranus,2005-09-17,2,(LKS),BTNR,"1 seen at Bukit Brown, 9/7 (GSG/WK).  2 seen in mangrove at Tanjong Piai National Park, 17/7 (LKS/MS).  4 at Nee Soon, 21/8 (DA/NK/LKS).  2 at BTNR, 17/9 (LKS), 2 at Sime Road, 17/9 (TSK) and 2 at Nee Soon, 18/9 (YDL)."
CHESTNUT-BELLIED MALKOHA Phaenicophaeus sumatranus,2005-09-17,2,(TSK),Sime Road,"1 seen at Bukit Brown, 9/7 (GSG/WK).  2 seen in mangrove at Tanjong Piai National Park, 17/7 (LKS/MS).  4 at Nee Soon, 21/8 (DA/NK/LKS).  2 at BTNR, 17/9 (LKS), 2 at Sime Road, 17/9 (TSK) and 2 at Nee Soon, 18/9 (YDL)."
CHESTNUT-BELLIED MALKOHA Phaenicophaeus sumatranus,2005-09-18,2,(YDL),Nee Soon,"1 seen at Bukit Brown, 9/7 (GSG/WK).  2 seen in mangrove at Tanjong Piai National Park, 17/7 (LKS/MS).  4 at Nee Soon, 21/8 (DA/NK/LKS).  2 at BTNR, 17/9 (LKS), 2 at Sime Road, 17/9 (TSK) and 2 at Nee Soon, 18/9 (YDL)."
YELLOW-CRESTED COCKATOO Cacatua sulphurea,2005-07-09,2,(TSI),Mount,"2 at Mount Faber, 9/7 (TSI)."
BLUE-RUMPED PARROT Psittinus cyanurus,2005-07-10,1,(YDL),Nee Soon,"1 at Nee Soon, 10/7 (YDL).  2 at Nee Soon, 18/9 (YDL)."
BLUE-RUMPED PARROT Psittinus cyanurus,2005-09-18,2,(YDL),Nee Soon,"1 at Nee Soon, 10/7 (YDL).  2 at Nee Soon, 18/9 (YDL)."
BLUE-CROWNED HANGING-PARROT Loriculus galgulus,2005-07-03,1,(DA/NK/LKS/JR),Upper Peirce Reservoir,"1 over Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 1 heard at MacRitchie Reservoir, 5/7 (LKC), 1 at Malcolm Park, 9/7 (DA/HFH/PAH/IT), 2 at Kent Ridge Park, 9/7 (DL/AOY), 3 at Sunset Way, 9/7 (LBW) 2 at BBNP, 10/7 (SMA/AB/TJL), 3 at Nee Soon, 10/7 (YDL), 2 over Botanic Gardens, 16/7 (LKS/MS), 3 at BBNP, 16/7 (LKS/MS), 1 over Sime Road, 24/7 (AC) and 3 over Botanic Gardens, 30/7 (SA/LKS/LWH/LWX)."
BLUE-CROWNED HANGING-PARROT Loriculus galgulus,2005-07-05,1,(LKC),MacRitchie,"1 over Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 1 heard at MacRitchie Reservoir, 5/7 (LKC), 1 at Malcolm Park, 9/7 (DA/HFH/PAH/IT), 2 at Kent Ridge Park, 9/7 (DL/AOY), 3 at Sunset Way, 9/7 (LBW) 2 at BBNP, 10/7 (SMA/AB/TJL), 3 at Nee Soon, 10/7 (YDL), 2 over Botanic Gardens, 16/7 (LKS/MS), 3 at BBNP, 16/7 (LKS/MS), 1 over Sime Road, 24/7 (AC) and 3 over Botanic Gardens, 30/7 (SA/LKS/LWH/LWX)."
BLUE-CROWNED HANGING-PARROT Loriculus galgulus,2005-07-09,1,(DA/HFH/PAH/IT),Malcolm Park,"1 over Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 1 heard at MacRitchie Reservoir, 5/7 (LKC), 1 at Malcolm Park, 9/7 (DA/HFH/PAH/IT), 2 at Kent Ridge Park, 9/7 (DL/AOY), 3 at Sunset Way, 9/7 (LBW) 2 at BBNP, 10/7 (SMA/AB/TJL), 3 at Nee Soon, 10/7 (YDL), 2 over Botanic Gardens, 16/7 (LKS/MS), 3 at BBNP, 16/7 (LKS/MS), 1 over Sime Road, 24/7 (AC) and 3 over Botanic Gardens, 30/7 (SA/LKS/LWH/LWX)."
BLUE-CROWNED HANGING-PARROT Loriculus galgulus,2005-07-09,2,(DL/AOY),Kent Ridge Park,"1 over Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 1 heard at MacRitchie Reservoir, 5/7 (LKC), 1 at Malcolm Park, 9/7 (DA/HFH/PAH/IT), 2 at Kent Ridge Park, 9/7 (DL/AOY), 3 at Sunset Way, 9/7 (LBW) 2 at BBNP, 10/7 (SMA/AB/TJL), 3 at Nee Soon, 10/7 (YDL), 2 over Botanic Gardens, 16/7 (LKS/MS), 3 at BBNP, 16/7 (LKS/MS), 1 over Sime Road, 24/7 (AC) and 3 over Botanic Gardens, 30/7 (SA/LKS/LWH/LWX)."
BLUE-CROWNED HANGING-PARROT Loriculus galgulus,2005-07-09,3,(LBW),Sunset Way,"1 over Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 1 heard at MacRitchie Reservoir, 5/7 (LKC), 1 at Malcolm Park, 9/7 (DA/HFH/PAH/IT), 2 at Kent Ridge Park, 9/7 (DL/AOY), 3 at Sunset Way, 9/7 (LBW) 2 at BBNP, 10/7 (SMA/AB/TJL), 3 at Nee Soon, 10/7 (YDL), 2 over Botanic Gardens, 16/7 (LKS/MS), 3 at BBNP, 16/7 (LKS/MS), 1 over Sime Road, 24/7 (AC) and 3 over Botanic Gardens, 30/7 (SA/LKS/LWH/LWX)."
BLUE-CROWNED HANGING-PARROT Loriculus galgulus,2005-07-10,2,(SMA/AB/TJL),BBNP,"1 over Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 1 heard at MacRitchie Reservoir, 5/7 (LKC), 1 at Malcolm Park, 9/7 (DA/HFH/PAH/IT), 2 at Kent Ridge Park, 9/7 (DL/AOY), 3 at Sunset Way, 9/7 (LBW) 2 at BBNP, 10/7 (SMA/AB/TJL), 3 at Nee Soon, 10/7 (YDL), 2 over Botanic Gardens, 16/7 (LKS/MS), 3 at BBNP, 16/7 (LKS/MS), 1 over Sime Road, 24/7 (AC) and 3 over Botanic Gardens, 30/7 (SA/LKS/LWH/LWX)."
BLUE-CROWNED HANGING-PARROT Loriculus galgulus,2005-07-10,3,(YDL),Nee Soon,"1 over Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 1 heard at MacRitchie Reservoir, 5/7 (LKC), 1 at Malcolm Park, 9/7 (DA/HFH/PAH/IT), 2 at Kent Ridge Park, 9/7 (DL/AOY), 3 at Sunset Way, 9/7 (LBW) 2 at BBNP, 10/7 (SMA/AB/TJL), 3 at Nee Soon, 10/7 (YDL), 2 over Botanic Gardens, 16/7 (LKS/MS), 3 at BBNP, 16/7 (LKS/MS), 1 over Sime Road, 24/7 (AC) and 3 over Botanic Gardens, 30/7 (SA/LKS/LWH/LWX)."
BLUE-CROWNED HANGING-PARROT Loriculus galgulus,2005-07-16,2,(LKS/MS),Botanic Gardens,"1 over Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 1 heard at MacRitchie Reservoir, 5/7 (LKC), 1 at Malcolm Park, 9/7 (DA/HFH/PAH/IT), 2 at Kent Ridge Park, 9/7 (DL/AOY), 3 at Sunset Way, 9/7 (LBW) 2 at BBNP, 10/7 (SMA/AB/TJL), 3 at Nee Soon, 10/7 (YDL), 2 over Botanic Gardens, 16/7 (LKS/MS), 3 at BBNP, 16/7 (LKS/MS), 1 over Sime Road, 24/7 (AC) and 3 over Botanic Gardens, 30/7 (SA/LKS/LWH/LWX)."
BLUE-CROWNED HANGING-PARROT Loriculus galgulus,2005-07-16,3,(LKS/MS),BBNP,"1 over Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 1 heard at MacRitchie Reservoir, 5/7 (LKC), 1 at Malcolm Park, 9/7 (DA/HFH/PAH/IT), 2 at Kent Ridge Park, 9/7 (DL/AOY), 3 at Sunset Way, 9/7 (LBW) 2 at BBNP, 10/7 (SMA/AB/TJL), 3 at Nee Soon, 10/7 (YDL), 2 over Botanic Gardens, 16/7 (LKS/MS), 3 at BBNP, 16/7 (LKS/MS), 1 over Sime Road, 24/7 (AC) and 3 over Botanic Gardens, 30/7 (SA/LKS/LWH/LWX)."
BLUE-CROWNED HANGING-PARROT Loriculus galgulus,2005-07-24,1,(AC),Sime Road,"1 over Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 1 heard at MacRitchie Reservoir, 5/7 (LKC), 1 at Malcolm Park, 9/7 (DA/HFH/PAH/IT), 2 at Kent Ridge Park, 9/7 (DL/AOY), 3 at Sunset Way, 9/7 (LBW) 2 at BBNP, 10/7 (SMA/AB/TJL), 3 at Nee Soon, 10/7 (YDL), 2 over Botanic Gardens, 16/7 (LKS/MS), 3 at BBNP, 16/7 (LKS/MS), 1 over Sime Road, 24/7 (AC) and 3 over Botanic Gardens, 30/7 (SA/LKS/LWH/LWX)."
BLUE-CROWNED HANGING-PARROT Loriculus galgulus,2005-07-30,3,(SA/LKS/LWH/LWX),Botanic Gardens,"1 over Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 1 heard at MacRitchie Reservoir, 5/7 (LKC), 1 at Malcolm Park, 9/7 (DA/HFH/PAH/IT), 2 at Kent Ridge Park, 9/7 (DL/AOY), 3 at Sunset Way, 9/7 (LBW) 2 at BBNP, 10/7 (SMA/AB/TJL), 3 at Nee Soon, 10/7 (YDL), 2 over Botanic Gardens, 16/7 (LKS/MS), 3 at BBNP, 16/7 (LKS/MS), 1 over Sime Road, 24/7 (AC) and 3 over Botanic Gardens, 30/7 (SA/LKS/LWH/LWX)."
ROSE-RINGED PARAKEET Pssittacula krameri,2005-07-09,1,(DL/AOY),Kent Ridge Park,"1 at Kent Ridge Park, 9/7 (DL/AOY), 6 at Sunset Way, 9/7 (LBW), 6 at Khatib Bongsu, 10/7 (HHC/CN) and 2 at Lower Seletar Dam, 10/7 (KSK/WK/LKS)."
ROSE-RINGED PARAKEET Pssittacula krameri,2005-07-09,6,(LBW),Sunset Way,"1 at Kent Ridge Park, 9/7 (DL/AOY), 6 at Sunset Way, 9/7 (LBW), 6 at Khatib Bongsu, 10/7 (HHC/CN) and 2 at Lower Seletar Dam, 10/7 (KSK/WK/LKS)."
ROSE-RINGED PARAKEET Pssittacula krameri,2005-07-10,6,(HHC/CN),Khatib Bongsu,"1 at Kent Ridge Park, 9/7 (DL/AOY), 6 at Sunset Way, 9/7 (LBW), 6 at Khatib Bongsu, 10/7 (HHC/CN) and 2 at Lower Seletar Dam, 10/7 (KSK/WK/LKS)."
ROSE-RINGED PARAKEET Pssittacula krameri,2005-07-10,2,(KSK/WK/LKS),Lower Seletar Dam,"1 at Kent Ridge Park, 9/7 (DL/AOY), 6 at Sunset Way, 9/7 (LBW), 6 at Khatib Bongsu, 10/7 (HHC/CN) and 2 at Lower Seletar Dam, 10/7 (KSK/WK/LKS)."
RED-BREASTED PARAKEET Pssittacula alexandri,2005-07-10,16,(KSK/WK/LKS),Lower Seletar Dam,"16 counted at Lower Seletar Dam, 10/7 (KSK/WK/LKS) and 7 at Ubin West, 10/7 (LKC/AWCC)."
RED-BREASTED PARAKEET Pssittacula alexandri,2005-07-10,7,(LKC/AWCC),Ubin West,"16 counted at Lower Seletar Dam, 10/7 (KSK/WK/LKS) and 7 at Ubin West, 10/7 (LKC/AWCC)."
LONG-TAILED PARAKEET Psittacula longicauda,2005-07-09,25,(GSG/WK),Bukit Brown,"25 counted at Bukit Brown, 9/7 (GSG/WK), 22 at Upper Seletar Reservoir, 10/7 (GWHD/TPC) and 2 at Lower Seletar Dam, 10/7 (KSK/WK/LKS)  27 counted at Sime Road, 18/9 (LKS) and 30 over Nee Soon, 18/9 (YDL)."
LONG-TAILED PARAKEET Psittacula longicauda,2005-07-10,22,(GWHD/TPC),Upper Seletar,"25 counted at Bukit Brown, 9/7 (GSG/WK), 22 at Upper Seletar Reservoir, 10/7 (GWHD/TPC) and 2 at Lower Seletar Dam, 10/7 (KSK/WK/LKS)  27 counted at Sime Road, 18/9 (LKS) and 30 over Nee Soon, 18/9 (YDL)."
LONG-TAILED PARAKEET Psittacula longicauda,2005-07-10,2,(KSK/WK/LKS),Lower Seletar Dam,"25 counted at Bukit Brown, 9/7 (GSG/WK), 22 at Upper Seletar Reservoir, 10/7 (GWHD/TPC) and 2 at Lower Seletar Dam, 10/7 (KSK/WK/LKS)  27 counted at Sime Road, 18/9 (LKS) and 30 over Nee Soon, 18/9 (YDL)."
LONG-TAILED PARAKEET Psittacula longicauda,2005-09-18,27,(LKS),Sime Road,"25 counted at Bukit Brown, 9/7 (GSG/WK), 22 at Upper Seletar Reservoir, 10/7 (GWHD/TPC) and 2 at Lower Seletar Dam, 10/7 (KSK/WK/LKS)  27 counted at Sime Road, 18/9 (LKS) and 30 over Nee Soon, 18/9 (YDL)."
LONG-TAILED PARAKEET Psittacula longicauda,2005-09-18,30,(YDL),Nee Soon,"25 counted at Bukit Brown, 9/7 (GSG/WK), 22 at Upper Seletar Reservoir, 10/7 (GWHD/TPC) and 2 at Lower Seletar Dam, 10/7 (KSK/WK/LKS)  27 counted at Sime Road, 18/9 (LKS) and 30 over Nee Soon, 18/9 (YDL)."
SPOTTED WOOD-OWL Strix seloputo,2005-07-16,2,(LKS/MS),Botanic Gardens,"2 seen at Botanic Gardens, 16/7 (LKS/MS).  1 mobbed by Black-naped Orioles on St. John’s Island, 4/9 (DA/NK/LKS/JR).   Singapore Avifauna Volume 19 No 3"
SPOTTED WOOD-OWL Strix seloputo,2005-09-04,1,(DA/NK/LKS/JR),John,"2 seen at Botanic Gardens, 16/7 (LKS/MS).  1 mobbed by Black-naped Orioles on St. John’s Island, 4/9 (DA/NK/LKS/JR).   Singapore Avifauna Volume 19 No 3"
SAVANNA NIGHTJAR Caprimulgus affinis,2005-07-16,6,(LKS/MS),Tuas Grassland,"4 male and 2 female seen at Tuas Grassland, 16/7 (LKS/MS)."
THICK-BILLED GREEN-PIGEON Treron curvirostra,2005-07-10,3,(TPL),Sime Road,"At Sime Road, 3 were seen on 10/7 (TPL) and 1 male on 24/7 (AC). 1 at Nee Soon, 10/7 (YDL).  3 at Upper Seletar Reservoir, 7/8 (DA/NK/LKS) and 2 at Nee Soon, 21/8 (DA/NK/LKS)."
THICK-BILLED GREEN-PIGEON Treron curvirostra,2005-07-24,1,(AC),Sime Road,"At Sime Road, 3 were seen on 10/7 (TPL) and 1 male on 24/7 (AC). 1 at Nee Soon, 10/7 (YDL).  3 at Upper Seletar Reservoir, 7/8 (DA/NK/LKS) and 2 at Nee Soon, 21/8 (DA/NK/LKS)."
THICK-BILLED GREEN-PIGEON Treron curvirostra,2005-07-10,1,(YDL),Nee Soon,"At Sime Road, 3 were seen on 10/7 (TPL) and 1 male on 24/7 (AC). 1 at Nee Soon, 10/7 (YDL).  3 at Upper Seletar Reservoir, 7/8 (DA/NK/LKS) and 2 at Nee Soon, 21/8 (DA/NK/LKS)."
THICK-BILLED GREEN-PIGEON Treron curvirostra,2005-08-07,3,(DA/NK/LKS),Upper Seletar,"At Sime Road, 3 were seen on 10/7 (TPL) and 1 male on 24/7 (AC). 1 at Nee Soon, 10/7 (YDL).  3 at Upper Seletar Reservoir, 7/8 (DA/NK/LKS) and 2 at Nee Soon, 21/8 (DA/NK/LKS)."
