English name,Scientific name,Date,Count,Observer,Location,Comments
Common Sandpiper,Actitis hypoleucos,24/4/2005,4,(LKS/BW),SBWR,"At SBWR, 4 were seen on 24/4 (LKS/BW) and 1 on 28/4 (LKS)"
Common Sandpiper,Actitis hypoleucos,28/4/2005,1,(LKS),SBWR,"At SBWR, 4 were seen on 24/4 (LKS/BW) and 1 on 28/4 (LKS)"
Pacific Golden-Plover,Pluvialis fulva,8/4/2005,100,(LKS),SBWR,"100 birds (2 in summer) at SBWR, 8/4 (LKS), 260 at Sungei Mandai, 9/4 (DA/NK/LKS) and 31 at Tuas, 17/4 (DA/NK/LKS/JR)"
Pacific Golden-Plover,Pluvialis fulva,9/4/2005,260,(DA/NK/LKS),Sungei Mandai,"100 birds (2 in summer) at SBWR, 8/4 (LKS), 260 at Sungei Mandai, 9/4 (DA/NK/LKS) and 31 at Tuas, 17/4 (DA/NK/LKS/JR)"
Pacific Golden-Plover,Pluvialis fulva,17/4/2005,31,(DA/NK/LKS/JR),Tuas,"100 birds (2 in summer) at SBWR, 8/4 (LKS), 260 at Sungei Mandai, 9/4 (DA/NK/LKS) and 31 at Tuas, 17/4 (DA/NK/LKS/JR)"
Red-wattled Lapwing,Vanellus indicus,17/4/2005,2,(DAVNK/LKS/JR),Tuas,"2 noisy birds seen at Tuas, 17/4 (DAVNK/LKS/JR)"
Oriental Pratincole,Glareola maldivarum,8/4/2005,3,(LKS),Buloh Besar,"3 seen flying above Sunge: Buloh Besar, 8/4 (LKS) sets a new late for Singapore by two days"
Black-naped Tern,Sterna sumatrana,12/4/2005,30,(LKS),Batu Putih,"30 birds counted at Batu Putih, 12/4 (LKS). Some birds were sitting on rock but whether these were sitting on eggs could not be confirmed. 35 birds were also seen in the sea between Pulau Ubin and Loyang on 24/4 (LKS/BW).   2 seen at Pasir Panjang Ferry Terminal, 25/6 (SBG)"
Black-naped Tern,Sterna sumatrana,24/4/2005,35,(LKS/BW),Pulau Ubin,"30 birds counted at Batu Putih, 12/4 (LKS). Some birds were sitting on rock but whether these were sitting on eggs could not be confirmed. 35 birds were also seen in the sea between Pulau Ubin and Loyang on 24/4 (LKS/BW).   2 seen at Pasir Panjang Ferry Terminal, 25/6 (SBG)"
Black-naped Tern,Sterna sumatrana,25/6/2005,2,(SBG),Pasir Panjang Ferry Terminal,"30 birds counted at Batu Putih, 12/4 (LKS). Some birds were sitting on rock but whether these were sitting on eggs could not be confirmed. 35 birds were also seen in the sea between Pulau Ubin and Loyang on 24/4 (LKS/BW).   2 seen at Pasir Panjang Ferry Terminal, 25/6 (SBG)"
White-winged Tern,Chlidonias leucopterus,24/4/2005,20,(LKS/BW),Pulau Ubin,"20, most in summer plumage, seen with Black-naped Terns off Pulau Ubin. 24/4 (LKS/BW)"
Osprey,Pandion haliaetus,9/4/2005,1,(DA/NK/LKS),Sungei Mandar,"1 seen eating a fish at Sungei Mandar, 9/4 (DA/NK/LKS)"
Black Baza,Aviceda leuphotes,1/4/2005,8,(JC/LKS),Bukit Timah,"A flock of 8 seen flying north high above the summit of Bukit Timah, 1/ 4 (JC/LKS)"
Oriental Honey-buzzard,Pernis ptilorhynchus,1/4/2005,2,(JC/LKS),Bukit Timah,"2 seen over the summit of Bukit Timah, 1/ 4 (JC/LKS)"
Gray-headed Fish-Eagle,Haliaeetus ichthyaetus,3/4/2005,1,(AC),Upper Peirce Reservoir,"1 was seen perched at the edge of Upper Peirce Reservoir, 3/4 (AC)"
Changeable Hawk-Eagle,Nisaetus cirrhatus,1/4/2005,1,(JC/LKS),Bukit Timah,"1 light morph seen flying and calling over the summit of Bukit Timah, 1/4 (JC/LKS). A constantly calling juvenile was also seen in a tall mangrove tree at SBWR, 8/4 (LKS). 1 heard at MacRitchie Reservoir, 24/4 (LKS/BW) and another heard at Nee Soon on 28/4 (LKS)  1 heard near Sungei Jelutong, Pulau Ubin on 1/5 (DA/NK/LKS/JR). Another heard ar MacRitchie Reservoir, 3/5 (LKS) 1 was seen being mobbed by a Large-billed Crow along Island Club Road, 3/5  (LKS)"
Changeable Hawk-Eagle,Nisaetus cirrhatus,8/4/2005,1,(LKS),SBWR,"1 light morph seen flying and calling over the summit of Bukit Timah, 1/4 (JC/LKS). A constantly calling juvenile was also seen in a tall mangrove tree at SBWR, 8/4 (LKS). 1 heard at MacRitchie Reservoir, 24/4 (LKS/BW) and another heard at Nee Soon on 28/4 (LKS)  1 heard near Sungei Jelutong, Pulau Ubin on 1/5 (DA/NK/LKS/JR). Another heard ar MacRitchie Reservoir, 3/5 (LKS) 1 was seen being mobbed by a Large-billed Crow along Island Club Road, 3/5  (LKS)"
Changeable Hawk-Eagle,Nisaetus cirrhatus,24/4/2005,1,(LKS/BW),MacRitchie,"1 light morph seen flying and calling over the summit of Bukit Timah, 1/4 (JC/LKS). A constantly calling juvenile was also seen in a tall mangrove tree at SBWR, 8/4 (LKS). 1 heard at MacRitchie Reservoir, 24/4 (LKS/BW) and another heard at Nee Soon on 28/4 (LKS)  1 heard near Sungei Jelutong, Pulau Ubin on 1/5 (DA/NK/LKS/JR). Another heard ar MacRitchie Reservoir, 3/5 (LKS) 1 was seen being mobbed by a Large-billed Crow along Island Club Road, 3/5  (LKS)"
Changeable Hawk-Eagle,Nisaetus cirrhatus,28/4/2005,1,(LKS),Nee Soon,"1 light morph seen flying and calling over the summit of Bukit Timah, 1/4 (JC/LKS). A constantly calling juvenile was also seen in a tall mangrove tree at SBWR, 8/4 (LKS). 1 heard at MacRitchie Reservoir, 24/4 (LKS/BW) and another heard at Nee Soon on 28/4 (LKS)  1 heard near Sungei Jelutong, Pulau Ubin on 1/5 (DA/NK/LKS/JR). Another heard ar MacRitchie Reservoir, 3/5 (LKS) 1 was seen being mobbed by a Large-billed Crow along Island Club Road, 3/5  (LKS)"
Changeable Hawk-Eagle,Nisaetus cirrhatus,1/5/2005,1,(DA/NK/LKS/JR),Pulau Ubin,"1 light morph seen flying and calling over the summit of Bukit Timah, 1/4 (JC/LKS). A constantly calling juvenile was also seen in a tall mangrove tree at SBWR, 8/4 (LKS). 1 heard at MacRitchie Reservoir, 24/4 (LKS/BW) and another heard at Nee Soon on 28/4 (LKS)  1 heard near Sungei Jelutong, Pulau Ubin on 1/5 (DA/NK/LKS/JR). Another heard ar MacRitchie Reservoir, 3/5 (LKS) 1 was seen being mobbed by a Large-billed Crow along Island Club Road, 3/5  (LKS)"
Changeable Hawk-Eagle,Nisaetus cirrhatus,3/5/2005,1,(LKS),MacRitchie,"1 light morph seen flying and calling over the summit of Bukit Timah, 1/4 (JC/LKS). A constantly calling juvenile was also seen in a tall mangrove tree at SBWR, 8/4 (LKS). 1 heard at MacRitchie Reservoir, 24/4 (LKS/BW) and another heard at Nee Soon on 28/4 (LKS)  1 heard near Sungei Jelutong, Pulau Ubin on 1/5 (DA/NK/LKS/JR). Another heard ar MacRitchie Reservoir, 3/5 (LKS) 1 was seen being mobbed by a Large-billed Crow along Island Club Road, 3/5  (LKS)"
Changeable Hawk-Eagle,Nisaetus cirrhatus,3/5/2005,1,(LKS),Large-billed Crow Island Club Road,"1 light morph seen flying and calling over the summit of Bukit Timah, 1/4 (JC/LKS). A constantly calling juvenile was also seen in a tall mangrove tree at SBWR, 8/4 (LKS). 1 heard at MacRitchie Reservoir, 24/4 (LKS/BW) and another heard at Nee Soon on 28/4 (LKS)  1 heard near Sungei Jelutong, Pulau Ubin on 1/5 (DA/NK/LKS/JR). Another heard ar MacRitchie Reservoir, 3/5 (LKS) 1 was seen being mobbed by a Large-billed Crow along Island Club Road, 3/5  (LKS)"
Little Egret,Egretta garzetta,8/4/2005,68,(LKS),SBWR,"At SBWR. 68 counted on 8/4 (LKS), 30 on 24/4 (LKS/BW) and 26 on 28/4 (LKS). Also 15 at Sungei Mandai, 9/4 (DA/NK/LKS), 3 at Punggol, 12/4 (LKS) and 4 at Lorong Halus, 24/4 (LKS/BW),."
Little Egret,Egretta garzetta,24/4/2005,30,(LKS/BW),SBWR,"At SBWR. 68 counted on 8/4 (LKS), 30 on 24/4 (LKS/BW) and 26 on 28/4 (LKS). Also 15 at Sungei Mandai, 9/4 (DA/NK/LKS), 3 at Punggol, 12/4 (LKS) and 4 at Lorong Halus, 24/4 (LKS/BW),."
Little Egret,Egretta garzetta,28/4/2005,26,(LKS),SBWR,"At SBWR. 68 counted on 8/4 (LKS), 30 on 24/4 (LKS/BW) and 26 on 28/4 (LKS). Also 15 at Sungei Mandai, 9/4 (DA/NK/LKS), 3 at Punggol, 12/4 (LKS) and 4 at Lorong Halus, 24/4 (LKS/BW),."
Little Egret,Egretta garzetta,9/4/2005,15,(DA/NK/LKS),Sungei Mandai,"At SBWR. 68 counted on 8/4 (LKS), 30 on 24/4 (LKS/BW) and 26 on 28/4 (LKS). Also 15 at Sungei Mandai, 9/4 (DA/NK/LKS), 3 at Punggol, 12/4 (LKS) and 4 at Lorong Halus, 24/4 (LKS/BW),."
Little Egret,Egretta garzetta,12/4/2005,3,(LKS),Punggol,"At SBWR. 68 counted on 8/4 (LKS), 30 on 24/4 (LKS/BW) and 26 on 28/4 (LKS). Also 15 at Sungei Mandai, 9/4 (DA/NK/LKS), 3 at Punggol, 12/4 (LKS) and 4 at Lorong Halus, 24/4 (LKS/BW),."
Little Egret,Egretta garzetta,24/4/2005,4,(LKS/BW),Lorong Halus,"At SBWR. 68 counted on 8/4 (LKS), 30 on 24/4 (LKS/BW) and 26 on 28/4 (LKS). Also 15 at Sungei Mandai, 9/4 (DA/NK/LKS), 3 at Punggol, 12/4 (LKS) and 4 at Lorong Halus, 24/4 (LKS/BW),."
Gray Heron,Ardea cinerea,8/4/2005,2,(LKS),SBWR,"At SBWR, 2 were seen on 8/4 (LKS), 1 on 24/4 (LKS/BW) and 3 on 28/4 (LKS) 4 at Sunge: Mandal, 9/4  (DA/NK/LKS), 2 at Lorong Halus, 24/4 (LKS/BW) and 6 at Pekan Quarry, Pulau Ubin on 29/4 (LKS)  2 at Lower Seletar Dam, 24/6 (LKS) and 1 on Pulau Semakau, 25/6 (SBG)"
Gray Heron,Ardea cinerea,24/4/2005,1,(LKS/BW),SBWR,"At SBWR, 2 were seen on 8/4 (LKS), 1 on 24/4 (LKS/BW) and 3 on 28/4 (LKS) 4 at Sunge: Mandal, 9/4  (DA/NK/LKS), 2 at Lorong Halus, 24/4 (LKS/BW) and 6 at Pekan Quarry, Pulau Ubin on 29/4 (LKS)  2 at Lower Seletar Dam, 24/6 (LKS) and 1 on Pulau Semakau, 25/6 (SBG)"
Gray Heron,Ardea cinerea,28/4/2005,3,(LKS),SBWR,"At SBWR, 2 were seen on 8/4 (LKS), 1 on 24/4 (LKS/BW) and 3 on 28/4 (LKS) 4 at Sunge: Mandal, 9/4  (DA/NK/LKS), 2 at Lorong Halus, 24/4 (LKS/BW) and 6 at Pekan Quarry, Pulau Ubin on 29/4 (LKS)  2 at Lower Seletar Dam, 24/6 (LKS) and 1 on Pulau Semakau, 25/6 (SBG)"
Gray Heron,Ardea cinerea,9/4/2005,4,(DA/NK/LKS),Sunge,"At SBWR, 2 were seen on 8/4 (LKS), 1 on 24/4 (LKS/BW) and 3 on 28/4 (LKS) 4 at Sunge: Mandal, 9/4  (DA/NK/LKS), 2 at Lorong Halus, 24/4 (LKS/BW) and 6 at Pekan Quarry, Pulau Ubin on 29/4 (LKS)  2 at Lower Seletar Dam, 24/6 (LKS) and 1 on Pulau Semakau, 25/6 (SBG)"
Gray Heron,Ardea cinerea,24/4/2005,2,(LKS/BW),Lorong Halus,"At SBWR, 2 were seen on 8/4 (LKS), 1 on 24/4 (LKS/BW) and 3 on 28/4 (LKS) 4 at Sunge: Mandal, 9/4  (DA/NK/LKS), 2 at Lorong Halus, 24/4 (LKS/BW) and 6 at Pekan Quarry, Pulau Ubin on 29/4 (LKS)  2 at Lower Seletar Dam, 24/6 (LKS) and 1 on Pulau Semakau, 25/6 (SBG)"
Gray Heron,Ardea cinerea,29/4/2005,6,(LKS),Pekan Quarry,"At SBWR, 2 were seen on 8/4 (LKS), 1 on 24/4 (LKS/BW) and 3 on 28/4 (LKS) 4 at Sunge: Mandal, 9/4  (DA/NK/LKS), 2 at Lorong Halus, 24/4 (LKS/BW) and 6 at Pekan Quarry, Pulau Ubin on 29/4 (LKS)  2 at Lower Seletar Dam, 24/6 (LKS) and 1 on Pulau Semakau, 25/6 (SBG)"
Gray Heron,Ardea cinerea,24/6/2005,2,(LKS),Lower Seletar Dam,"At SBWR, 2 were seen on 8/4 (LKS), 1 on 24/4 (LKS/BW) and 3 on 28/4 (LKS) 4 at Sunge: Mandal, 9/4  (DA/NK/LKS), 2 at Lorong Halus, 24/4 (LKS/BW) and 6 at Pekan Quarry, Pulau Ubin on 29/4 (LKS)  2 at Lower Seletar Dam, 24/6 (LKS) and 1 on Pulau Semakau, 25/6 (SBG)"
Gray Heron,Ardea cinerea,25/6/2005,1,(SBG),Pulau Semakau,"At SBWR, 2 were seen on 8/4 (LKS), 1 on 24/4 (LKS/BW) and 3 on 28/4 (LKS) 4 at Sunge: Mandal, 9/4  (DA/NK/LKS), 2 at Lorong Halus, 24/4 (LKS/BW) and 6 at Pekan Quarry, Pulau Ubin on 29/4 (LKS)  2 at Lower Seletar Dam, 24/6 (LKS) and 1 on Pulau Semakau, 25/6 (SBG)"
Purple Heron,Ardea purpurea,8/4/2005,3,(LKS),SBWR,"3 at SBWR, 3 were seen on 8/4 (LKS) and 1 on 24/4 (LKS/BW). Also 1 at Sungei Mandal, 9/4 (DA/NK/ LKS) and 3 at Tuas, 17/4 (DA/NK/LKS ‘JR)  1 at Marina City Park, 12/6 (DA/NK/LKS/JR) and 1 at Neo Tiew Lane 2, 19/6 (LKS)"
Purple Heron,Ardea purpurea,24/4/2005,1,(LKS/BW),SBWR,"3 at SBWR, 3 were seen on 8/4 (LKS) and 1 on 24/4 (LKS/BW). Also 1 at Sungei Mandal, 9/4 (DA/NK/ LKS) and 3 at Tuas, 17/4 (DA/NK/LKS ‘JR)  1 at Marina City Park, 12/6 (DA/NK/LKS/JR) and 1 at Neo Tiew Lane 2, 19/6 (LKS)"
Purple Heron,Ardea purpurea,9/4/2005,1,(DA/NK/ LKS),Sungei Mandal,"3 at SBWR, 3 were seen on 8/4 (LKS) and 1 on 24/4 (LKS/BW). Also 1 at Sungei Mandal, 9/4 (DA/NK/ LKS) and 3 at Tuas, 17/4 (DA/NK/LKS ‘JR)  1 at Marina City Park, 12/6 (DA/NK/LKS/JR) and 1 at Neo Tiew Lane 2, 19/6 (LKS)"
Purple Heron,Ardea purpurea,17/4/2005,3,(DA/NK/,Tuas,"3 at SBWR, 3 were seen on 8/4 (LKS) and 1 on 24/4 (LKS/BW). Also 1 at Sungei Mandal, 9/4 (DA/NK/ LKS) and 3 at Tuas, 17/4 (DA/NK/LKS ‘JR)  1 at Marina City Park, 12/6 (DA/NK/LKS/JR) and 1 at Neo Tiew Lane 2, 19/6 (LKS)"
Purple Heron,Ardea purpurea,12/6/2005,1,(DA/NK/LKS/JR),Marina City Park,"3 at SBWR, 3 were seen on 8/4 (LKS) and 1 on 24/4 (LKS/BW). Also 1 at Sungei Mandal, 9/4 (DA/NK/ LKS) and 3 at Tuas, 17/4 (DA/NK/LKS ‘JR)  1 at Marina City Park, 12/6 (DA/NK/LKS/JR) and 1 at Neo Tiew Lane 2, 19/6 (LKS)"
Purple Heron,Ardea purpurea,19/6/2005,1,(LKS),Neo Tiew,"3 at SBWR, 3 were seen on 8/4 (LKS) and 1 on 24/4 (LKS/BW). Also 1 at Sungei Mandal, 9/4 (DA/NK/ LKS) and 3 at Tuas, 17/4 (DA/NK/LKS ‘JR)  1 at Marina City Park, 12/6 (DA/NK/LKS/JR) and 1 at Neo Tiew Lane 2, 19/6 (LKS)"
Great Egret,Ardea alba,9/4/2005,1,(DA/NK/LKS),Sungei Mandai,"1 at Sungei Mandai, 9/4 (DA/NK/LKS)  1 at Pekan Quarry, Pulau Ubin on 1/5 (DA/NK/LKS/JR)"
Great Egret,Ardea alba,1/5/2005,1,(DA/NK/LKS/JR),Pekan Quarry,"1 at Sungei Mandai, 9/4 (DA/NK/LKS)  1 at Pekan Quarry, Pulau Ubin on 1/5 (DA/NK/LKS/JR)"
Chinese Pond-Heron,Ardeola bacchus,17/4/2005,4,(DA/NK/LKS/JR),Tuas,"4 at Tuas, 17/4 (DA/NK/LKS/JR) and 4, including a full summer bird, at Lorong Halus, 24/4 (LKS/BW)"
Chinese Pond-Heron,Ardeola bacchus,24/4/2005,4,(LKS/BW),Lorong Halus,"4 at Tuas, 17/4 (DA/NK/LKS/JR) and 4, including a full summer bird, at Lorong Halus, 24/4 (LKS/BW)"
Yellow Bittern,Ixobrychus sinensis,8/4/2005,1,(LKS),Bollywood Farm,"1 at Bollywood Farm, 8/4 (LKS), 1 at Tuas, 17/4 (DA/NK/LKS/JR), 4 at Symphony Lake, Botani Gardens, 24/4 (LKS/BW) and 1 on Pulau Ubin, 29/4 (LKS). At SBWR, 1 was seen on 8/4 (LKS), 2 on 24/4 (LKS/BW) and 3 on 28/4 (LKS)"
Yellow Bittern,Ixobrychus sinensis,17/4/2005,1,(DA/NK/LKS/JR),Tuas,"1 at Bollywood Farm, 8/4 (LKS), 1 at Tuas, 17/4 (DA/NK/LKS/JR), 4 at Symphony Lake, Botani Gardens, 24/4 (LKS/BW) and 1 on Pulau Ubin, 29/4 (LKS). At SBWR, 1 was seen on 8/4 (LKS), 2 on 24/4 (LKS/BW) and 3 on 28/4 (LKS)"
Yellow Bittern,Ixobrychus sinensis,24/4/2005,4,(LKS/BW),Symphony Lake,"1 at Bollywood Farm, 8/4 (LKS), 1 at Tuas, 17/4 (DA/NK/LKS/JR), 4 at Symphony Lake, Botani Gardens, 24/4 (LKS/BW) and 1 on Pulau Ubin, 29/4 (LKS). At SBWR, 1 was seen on 8/4 (LKS), 2 on 24/4 (LKS/BW) and 3 on 28/4 (LKS)"
Yellow Bittern,Ixobrychus sinensis,29/4/2005,1,(LKS),Pulau Ubin,"1 at Bollywood Farm, 8/4 (LKS), 1 at Tuas, 17/4 (DA/NK/LKS/JR), 4 at Symphony Lake, Botani Gardens, 24/4 (LKS/BW) and 1 on Pulau Ubin, 29/4 (LKS). At SBWR, 1 was seen on 8/4 (LKS), 2 on 24/4 (LKS/BW) and 3 on 28/4 (LKS)"
Yellow Bittern,Ixobrychus sinensis,8/4/2005,1,(LKS),SBWR,"1 at Bollywood Farm, 8/4 (LKS), 1 at Tuas, 17/4 (DA/NK/LKS/JR), 4 at Symphony Lake, Botani Gardens, 24/4 (LKS/BW) and 1 on Pulau Ubin, 29/4 (LKS). At SBWR, 1 was seen on 8/4 (LKS), 2 on 24/4 (LKS/BW) and 3 on 28/4 (LKS)"
Yellow Bittern,Ixobrychus sinensis,24/4/2005,2,(LKS/BW),SBWR,"1 at Bollywood Farm, 8/4 (LKS), 1 at Tuas, 17/4 (DA/NK/LKS/JR), 4 at Symphony Lake, Botani Gardens, 24/4 (LKS/BW) and 1 on Pulau Ubin, 29/4 (LKS). At SBWR, 1 was seen on 8/4 (LKS), 2 on 24/4 (LKS/BW) and 3 on 28/4 (LKS)"
Yellow Bittern,Ixobrychus sinensis,28/4/2005,3,(LKS),SBWR,"1 at Bollywood Farm, 8/4 (LKS), 1 at Tuas, 17/4 (DA/NK/LKS/JR), 4 at Symphony Lake, Botani Gardens, 24/4 (LKS/BW) and 1 on Pulau Ubin, 29/4 (LKS). At SBWR, 1 was seen on 8/4 (LKS), 2 on 24/4 (LKS/BW) and 3 on 28/4 (LKS)"
Schrenck's Bittern,Ixobrychus eurhythmus,8/4/2005,1,(LKS),SBWR,"1 female seen skulking in simoh ayer bush at SBWR, 8/4 (LKS)"
Black Bittern,Ixobrychus flavicollis,28/4/2005,1,(LKS),SBWR,"1 male seen at a freshwater pond at SBWR, 28/4 (LKS)"
Mangrove Pitta,Pitta megarhyncha,29/4/2005,1,(LKS),Pulau Ubin,"1 seen in mangroves on Pulau Ubin, 29/4 (LKS)"
Asian Fairy-bluebird,Irena puella,1/4/2005,6,(JC/LKS),Bukit Timah,"6 at a fruiting Ficus benjamina at the summit of Bukit Timah, 1/4 (JC/LKS)"
Greater Green Leafbird,Chloropsis sonnerati,1/4/2005,1,(LKS),Bukit Timah,1 immature male seen at a fruiting Ficus benjamina at the summit of Bukit Timah. 1/4 (LKS)   .  “  Singapore Avifauna Volume 19 No 2
Lesser Green Leafbird,Chloropsis cyanopogon,1/4/2005,2,(LKS),Bukit Timah,"1 male and 1 female seen at a fruiting Ficus benjamina at the summit of Bukit Timah, 1/4 (LKS)"
Blue-winged Leafbird,Chloropsis cochinchinensis,1/4/2005,1,(LKS),Bukit Timah,"1 male at a fruiting Ficus benjamina at the summit of Bukit Timah, 1/4 (LKS) 1 male seen attending to a juvenile at Sime Road, 24/4 (LKS/BW)  1 male seen attending to a juvenile at Sime Road, 24/4 (LKS/BW) The birds spent quite some time  feeding on fruits of Melastoma malabathricum.      .  .  Singapore Avifauna Volume 19 No 2  1 male at BTNR, 28/5 (LKS)"
Blue-winged Leafbird,Chloropsis cochinchinensis,24/4/2005,1,(LKS/BW),Sime Road,"1 male at a fruiting Ficus benjamina at the summit of Bukit Timah, 1/4 (LKS) 1 male seen attending to a juvenile at Sime Road, 24/4 (LKS/BW)  1 male seen attending to a juvenile at Sime Road, 24/4 (LKS/BW) The birds spent quite some time  feeding on fruits of Melastoma malabathricum.      .  .  Singapore Avifauna Volume 19 No 2  1 male at BTNR, 28/5 (LKS)"
Blue-winged Leafbird,Chloropsis cochinchinensis,24/4/2005,1,(LKS/BW),Sime Road,"1 male at a fruiting Ficus benjamina at the summit of Bukit Timah, 1/4 (LKS) 1 male seen attending to a juvenile at Sime Road, 24/4 (LKS/BW)  1 male seen attending to a juvenile at Sime Road, 24/4 (LKS/BW) The birds spent quite some time  feeding on fruits of Melastoma malabathricum.      .  .  Singapore Avifauna Volume 19 No 2  1 male at BTNR, 28/5 (LKS)"
Blue-winged Leafbird,Chloropsis cochinchinensis,28/5/2005,1,(LKS),BTNR,"1 male at a fruiting Ficus benjamina at the summit of Bukit Timah, 1/4 (LKS) 1 male seen attending to a juvenile at Sime Road, 24/4 (LKS/BW)  1 male seen attending to a juvenile at Sime Road, 24/4 (LKS/BW) The birds spent quite some time  feeding on fruits of Melastoma malabathricum.      .  .  Singapore Avifauna Volume 19 No 2  1 male at BTNR, 28/5 (LKS)"
Tiger Shrike,Lanius tigrinus,28/4/2005,1,(LKS),SBWR,"1 adult seen chirping high up a mangrove at SBWR, 28/4 (LKS)"
Brown Shrike,Lanius cristatus,8/4/2005,1,(LKS),Bollywood Farm,"1 at Bollywood Farm, 8/4 (LKS)}. At Punggol, 2 were seen on 12/4 (LKS) and 1 on 24/4 (LKS/BW). Also 2 at Tuas, 17/4 (DA/NK/LKS/JR) and 1 at Pulau Ubin, 29/4 (LKS)"
Brown Shrike,Lanius cristatus,12/4/2005,2,(LKS),Punggol,"1 at Bollywood Farm, 8/4 (LKS)}. At Punggol, 2 were seen on 12/4 (LKS) and 1 on 24/4 (LKS/BW). Also 2 at Tuas, 17/4 (DA/NK/LKS/JR) and 1 at Pulau Ubin, 29/4 (LKS)"
Brown Shrike,Lanius cristatus,24/4/2005,1,(LKS/BW),Punggol,"1 at Bollywood Farm, 8/4 (LKS)}. At Punggol, 2 were seen on 12/4 (LKS) and 1 on 24/4 (LKS/BW). Also 2 at Tuas, 17/4 (DA/NK/LKS/JR) and 1 at Pulau Ubin, 29/4 (LKS)"
Brown Shrike,Lanius cristatus,17/4/2005,2,(DA/NK/LKS/JR),Tuas,"1 at Bollywood Farm, 8/4 (LKS)}. At Punggol, 2 were seen on 12/4 (LKS) and 1 on 24/4 (LKS/BW). Also 2 at Tuas, 17/4 (DA/NK/LKS/JR) and 1 at Pulau Ubin, 29/4 (LKS)"
Brown Shrike,Lanius cristatus,29/4/2005,1,(LKS),Pulau Ubin,"1 at Bollywood Farm, 8/4 (LKS)}. At Punggol, 2 were seen on 12/4 (LKS) and 1 on 24/4 (LKS/BW). Also 2 at Tuas, 17/4 (DA/NK/LKS/JR) and 1 at Pulau Ubin, 29/4 (LKS)"
Long-tailed Shrike,Lanius schach,8/4/2005,1,(LKS),Bollywood Farm,"1 at Bollywood Farm, 8/4 (LKS), 1 at Punggol, 12/4 (LKS) and 24/4 (LKS/BW), and 1 (heard) at Yishun Street 61, 28/4 (LKS)"
Long-tailed Shrike,Lanius schach,12/4/2005,1,(LKS),Punggol,"1 at Bollywood Farm, 8/4 (LKS), 1 at Punggol, 12/4 (LKS) and 24/4 (LKS/BW), and 1 (heard) at Yishun Street 61, 28/4 (LKS)"
Long-tailed Shrike,Lanius schach,24/4/2005,1,(LKS/BW),Punggol,"1 at Bollywood Farm, 8/4 (LKS), 1 at Punggol, 12/4 (LKS) and 24/4 (LKS/BW), and 1 (heard) at Yishun Street 61, 28/4 (LKS)"
Long-tailed Shrike,Lanius schach,28/4/2005,1,(LKS),Yishun Street,"1 at Bollywood Farm, 8/4 (LKS), 1 at Punggol, 12/4 (LKS) and 24/4 (LKS/BW), and 1 (heard) at Yishun Street 61, 28/4 (LKS)"
Siberian Blue Robin,Larvivora cyane,1/4/2005,1,(LKS),BTNR,"1 female at Rock Path, BTNR, 1/4 (LKS)"
Oriental Magpie-Robin,Copsychus saularis,8/4/2005,1,(LKS),SBWR,"A male at SBWR, 8/4 (LKS) and a female at Tuas, 17/4 (DA/NK/LKS/JR). 1 heard on Pulau Ubin, 24/4 (LKS/BW) and 1 heard at Botanic Gardens, 24/4 (LKS/BW). On Pulau Ubin, 29/4 (LKS), 1 adult was seen fighting with mynas and 1 other bird heard  1 pair and 1 female seen on Pulau Ubin, 1/5 (DA/NK/LKS/JR), 1 male at Botanic Gardens, 15/5 (LKS) and 2 at Pulau Buloh, 22/5 (LKS)  3 counted at Marina City Park, 12/6 (DA/NK/LKS/JR) and 19/5 (SA/LKS/LWH/LWX)"
Oriental Magpie-Robin,Copsychus saularis,17/4/2005,1,(DA/NK/LKS/JR),Tuas,"A male at SBWR, 8/4 (LKS) and a female at Tuas, 17/4 (DA/NK/LKS/JR). 1 heard on Pulau Ubin, 24/4 (LKS/BW) and 1 heard at Botanic Gardens, 24/4 (LKS/BW). On Pulau Ubin, 29/4 (LKS), 1 adult was seen fighting with mynas and 1 other bird heard  1 pair and 1 female seen on Pulau Ubin, 1/5 (DA/NK/LKS/JR), 1 male at Botanic Gardens, 15/5 (LKS) and 2 at Pulau Buloh, 22/5 (LKS)  3 counted at Marina City Park, 12/6 (DA/NK/LKS/JR) and 19/5 (SA/LKS/LWH/LWX)"
Oriental Magpie-Robin,Copsychus saularis,24/4/2005,1,(LKS/BW),Pulau Ubin,"A male at SBWR, 8/4 (LKS) and a female at Tuas, 17/4 (DA/NK/LKS/JR). 1 heard on Pulau Ubin, 24/4 (LKS/BW) and 1 heard at Botanic Gardens, 24/4 (LKS/BW). On Pulau Ubin, 29/4 (LKS), 1 adult was seen fighting with mynas and 1 other bird heard  1 pair and 1 female seen on Pulau Ubin, 1/5 (DA/NK/LKS/JR), 1 male at Botanic Gardens, 15/5 (LKS) and 2 at Pulau Buloh, 22/5 (LKS)  3 counted at Marina City Park, 12/6 (DA/NK/LKS/JR) and 19/5 (SA/LKS/LWH/LWX)"
